name,playcount,listeners,mbid,url,streamable,tags
Status Quo,8538268,692899,96fa50c4-af9d-419c-9593-bdda8687e14c,https://www.last.fm/music/Status+Quo,0,"classic rock, rock, hard rock"
Faith Hill,6207802,692109,406552d4-5ba1-4226-b7c0-367bc50fc767,https://www.last.fm/music/Faith+Hill,0,"country, female vocalists, pop"
Less Than Jake,24882294,691576,e54e065f-0ce6-4779-9a9a-afd7b997471f,https://www.last.fm/music/Less+Than+Jake,0,"ska, seen live, ska punk"
Alan Jackson,9219942,691074,7291957b-c463-4275-a41c-a104c9e2337f,https://www.last.fm/music/Alan+Jackson,0,"country, Alan Jackson, singer-songwriter"
Wings,6219239,690989,f64a18dd-af21-4efe-bf78-3a6a8c829702,https://www.last.fm/music/Wings,0,"classic rock, rock, 70s"
James Arthur,12956231,690914,56f62fe8-d3a0-46e0-b5df-a64a8b4b4274,https://www.last.fm/music/James+Arthur,0,"pop, british, indie"
Travie McCoy,5876001,690642,76bf7aec-83f0-47a9-8964-eea180b99ac2,https://www.last.fm/music/Travie+McCoy,0,"Hip-Hop, rap, alternative rap"
Monica,5330454,690268,,https://www.last.fm/music/Monica,0,"rnb, female vocalists, soul"
Chic,5517841,690048,a4ed036b-5f18-439c-b1e1-96d205bab255,https://www.last.fm/music/Chic,0,"Disco, funk, soul"
The Raveonettes,16856791,689387,79255a50-40df-447f-9612-2cf669080196,https://www.last.fm/music/The+Raveonettes,0,"indie, indie rock, seen live"
Westlife,13896972,689071,5f000e69-3cfd-4871-8f1b-faa7f0d4bcbc,https://www.last.fm/music/Westlife,0,"pop, boybands, westlife"
Maurice Ravel,6185915,688919,6fdd3b3e-1ea6-4da9-8d6f-8f8de01c133a,https://www.last.fm/music/Maurice+Ravel,0,"Classical, Impressionist, french"
New Radicals,5201222,688836,09a6ae88-7589-4ab2-b10c-dd50ebd526a0,https://www.last.fm/music/New+Radicals,0,"alternative, rock, 90s"
Don Omar,7976368,688787,afbdfac9-2955-4404-ae22-c08bf1c1b51e,https://www.last.fm/music/Don+Omar,0,"Reggaeton, latin, Hip-Hop"
Free,6019873,688738,8ee4aeeb-254b-471f-9921-186dfc401d2f,https://www.last.fm/music/Free,0,"classic rock, blues rock, rock"
Funeral for a Friend,25705213,688299,199d0ab3-22c0-4c00-b99d-257f591dda1f,https://www.last.fm/music/Funeral+for+a+Friend,0,"emo, post-hardcore, rock"
Charlie Parker,10790165,688096,c7356af9-9ea6-4a78-a55b-c73775716312,https://www.last.fm/music/Charlie+Parker,0,"jazz, bebop, saxophone"
Fear Factory,26790263,688096,c17f08f4-2542-46fb-97f3-3202d60c225a,https://www.last.fm/music/Fear+Factory,0,"industrial metal, metal, death metal"
The Weepies,13128146,687757,59d34d63-e209-4f26-8a09-b08d12202082,https://www.last.fm/music/The+Weepies,0,"folk, indie, singer-songwriter"
Okkervil River,23284957,687427,9fa07bb4-8312-4cd7-a19a-4fdbc5797148,https://www.last.fm/music/Okkervil+River,0,"seen live, indie, folk"
Alesso,8075741,686392,addb00fd-733c-4223-8fdf-f78be2488acd,https://www.last.fm/music/Alesso,0,"House, Progressive House, electronic"
Belinda Carlisle,7582106,686309,2925aac9-5474-4030-b8a3-4151107010b2,https://www.last.fm/music/Belinda+Carlisle,0,"pop, 80s, female vocalists"
Doja Cat,34660783,686277,5df62a88-cac9-490a-b62c-c7c88f4020f4,https://www.last.fm/music/Doja+Cat,0,"pop, rnb, rap"
Miranda Lambert,9347005,686146,4eca1aa0-c79f-481b-af8a-4a2d6c41aa5c,https://www.last.fm/music/Miranda+Lambert,0,"country, female vocalists, singer-songwriter"
Chromatics,16533133,686068,c89ea689-c053-4d97-bada-8b81a6236f58,https://www.last.fm/music/Chromatics,0,"electronic, synthpop, post-punk"
Rob Thomas,7488849,685040,e42680f7-e439-4666-9c2c-536c2b3c6db3,https://www.last.fm/music/Rob+Thomas,0,"pop, rock, alternative"
Arch Enemy,44823154,684760,e631bb92-3e2b-43e3-a2cb-b605e2fb53bd,https://www.last.fm/music/Arch+Enemy,0,"Melodic Death Metal, death metal, metal"
Crystal Fighters,13640104,684285,309ec98f-3066-4501-8761-1db9fb0c7a83,https://www.last.fm/music/Crystal+Fighters,0,"seen live, electronic, dance-punk"
The Psychedelic Furs,7340986,683149,9f930ddf-be2f-4de5-a39f-7ae47305752e,https://www.last.fm/music/The+Psychedelic+Furs,0,"new wave, post-punk, 80s"
DJ Fresh,8315041,682716,c441cd7b-0bcb-43e8-8ad7-99a579e3c0c2,https://www.last.fm/music/DJ+Fresh,0,"Drum and bass, jungle, electronic"
Temple of the Dog,7255273,682466,e9571c17-817f-4d34-ae3f-0c7a96f822c1,https://www.last.fm/music/Temple+of+the+Dog,0,"Grunge, rock, alternative rock"
Band of Skulls,10894737,682367,1641141b-3c9c-4772-a5cc-7e23fdf17382,https://www.last.fm/music/Band+of+Skulls,0,"rock, indie, alternative"
SBTRKT,19441426,682335,7f2aa196-cfd4-4a3d-ace3-28b7b6a79af7,https://www.last.fm/music/SBTRKT,0,"electronic, dubstep, seen live"
xxxtentacion,55166219,682286,,https://www.last.fm/music/xxxtentacion,0,"Hip-Hop, rap, cloud rap"
Volbeat,38925517,681286,4753fcb7-9270-493a-974d-8daca4e49125,https://www.last.fm/music/Volbeat,0,"seen live, heavy metal, metal"
The Maine,26976349,681175,7bd47e67-ecd5-49d5-837f-c692df38da4e,https://www.last.fm/music/The+Maine,0,"pop punk, powerpop, indie"
Jessica Simpson,5828139,681052,fe37acd4-893c-4b2c-8ad2-7fd394280354,https://www.last.fm/music/Jessica+Simpson,0,"pop, female vocalists, dance"
Camille Saint-Saëns,5616699,681031,4137c070-15b2-4d00-a9f0-3517d02a9ba8,https://www.last.fm/music/Camille+Saint-Sa%C3%ABns,0,"Classical, romantic, french"
Kim Wilde,5811615,680969,4b462375-c508-432a-8c88-ceeec38b16ae,https://www.last.fm/music/Kim+Wilde,0,"80s, pop, new wave"
Galantis,12299679,679286,a7229e38-bab7-48c1-9f35-9b4c49738b0f,https://www.last.fm/music/Galantis,0,"House, electronic, dance"
Grandaddy,13048842,679185,9d4c4835-c71a-4647-a4fc-263e26832cd0,https://www.last.fm/music/Grandaddy,0,"indie, indie rock, alternative"
Spiritualized,17456780,679143,65041e06-83d2-4987-ae52-c17a915fc82a,https://www.last.fm/music/Spiritualized,0,"space rock, shoegaze, psychedelic"
Hanson,10150576,678516,3c0a0074-4f26-4d3b-b723-a66bf6cc3753,https://www.last.fm/music/Hanson,0,"pop, pop rock, rock"
Logic,31701648,677945,b2f45ca6-2c92-438c-b037-ad4d8b92e90e,https://www.last.fm/music/Logic,0,"Hip-Hop, rap, hip hop"
Black Label Society,27346613,677683,a8e935c6-3fcc-414c-900c-77e8170e7e7c,https://www.last.fm/music/Black+Label+Society,0,"heavy metal, metal, hard rock"
Stereolab,20563070,677607,f1df0431-9250-4ec8-95d8-f19ce7cf7fb6,https://www.last.fm/music/Stereolab,0,"electronic, indie, post-rock"
Gary Numan,11021314,677316,6cb79cb2-9087-44d4-828b-5c6fdff2c957,https://www.last.fm/music/Gary+Numan,0,"new wave, electronic, synthpop"
Dave Brubeck,8027394,677305,de0222a6-e1c4-403d-8b01-3f66d505061b,https://www.last.fm/music/Dave+Brubeck,0,"jazz, piano, jazz piano"
Enter Shikari,59068927,676994,329f95db-f02e-40bf-a5f7-0dea11529ce3,https://www.last.fm/music/Enter+Shikari,0,"post-hardcore, trancecore, seen live"
Trentemøller,19330756,676850,95e9aba6-f85c-48a0-9ec9-395d4f0e3875,https://www.last.fm/music/Trentem%C3%B8ller,0,"electronic, minimal, techno"
Alessia Cara,13647567,676630,,https://www.last.fm/music/Alessia+Cara,0,"pop, soul, rnb"
The Breeders,12517397,675809,667e856e-f3a7-42e9-8244-95422ef31321,https://www.last.fm/music/The+Breeders,0,"alternative, indie, rock"
The Drifters,4545683,675406,bd26fb86-61e7-4ac4-a5e0-e15108ab95f4,https://www.last.fm/music/The+Drifters,0,"soul, oldies, 60s"
Dead or Alive,5237745,674989,98720123-fcec-47be-9e88-29a310fb2942,https://www.last.fm/music/Dead+or+Alive,0,"new wave, 80s, synthpop"
Richard Wagner,7301240,673949,eefd7c1e-abcf-4ccc-ba60-0fd435c9061f,https://www.last.fm/music/Richard+Wagner,0,"Classical, opera, romantic"
Franz Joseph Haydn,7312929,673946,c130b0fb-5dce-449d-9f40-1437f889f7fe,https://www.last.fm/music/Franz+Joseph+Haydn,0,"Classical, baroque, composers"
The Zutons,7903954,673436,6290b769-173d-49d1-990e-660a4e333877,https://www.last.fm/music/The+Zutons,0,"indie, indie rock, seen live"
Purity Ring,24785227,672662,fdb53441-e5e6-4657-9aad-8dab672e1cdc,https://www.last.fm/music/Purity+Ring,0,"electronic, experimental, chillwave"
Saosin,26754946,672497,47b8b42a-96e8-46fa-9ea6-70c5136ae971,https://www.last.fm/music/Saosin,0,"post-hardcore, emo, screamo"
Jesse McCartney,9845352,672407,9d075d6e-9492-4343-ac95-93a808f61477,https://www.last.fm/music/Jesse+McCartney,0,"pop, Jesse McCartney, pop rock"
Alexisonfire,42029591,672335,bc1c8f3f-6f36-4086-a470-87ed813dd429,https://www.last.fm/music/Alexisonfire,0,"post-hardcore, screamo, hardcore"
Blind Guardian,59202986,672293,7fa7fc04-1011-4876-8095-ecd232edea87,https://www.last.fm/music/Blind+Guardian,0,"Power metal, speed metal, metal"
Ash,10880055,672005,c3f93741-ba7c-4f13-b3e4-b21c482f1960,https://www.last.fm/music/Ash,0,"seen live, rock, indie"
Nico,9516431,671988,fa690c23-512b-4cad-aa32-c318f4228947,https://www.last.fm/music/Nico,0,"folk, female vocalists, experimental"
Filter,9272833,671875,c8f0b459-ad49-4d5b-b534-5c5f101fbb17,https://www.last.fm/music/Filter,0,"rock, alternative rock, alternative"
Ghostface Killah,16561659,671505,3b39abeb-0064-4eed-9ddd-ee47a45c54cb,https://www.last.fm/music/Ghostface+Killah,0,"Hip-Hop, rap, wu-tang"
Wheatus,5180839,671434,741a2892-1c5d-402f-a769-2096356c77d7,https://www.last.fm/music/Wheatus,0,"rock, alternative, alternative rock"
Azealia Banks,28778672,671170,0c3505e7-d884-43cf-9028-d318607190a4,https://www.last.fm/music/Azealia+Banks,0,"Hip-Hop, rap, electronic"
Calexico,20054772,671088,5e372a49-5672-4fb8-ba14-18c90780c4f9,https://www.last.fm/music/Calexico,0,"Alt-country, indie, seen live"
Skunk Anansie,12207190,670681,e212efdf-98b2-4dce-92ed-62cfc1e29854,https://www.last.fm/music/Skunk+Anansie,0,"rock, alternative rock, female vocalists"
Hank Williams,8602732,670412,906bddec-bc73-49f8-ac1e-eaee691c6cf9,https://www.last.fm/music/Hank+Williams,0,"country, classic country, folk"
Uriah Heep,12195175,670165,f1548c5b-329e-4036-921c-02213a04b525,https://www.last.fm/music/Uriah+Heep,0,"classic rock, hard rock, Progressive rock"
Peter Tosh,7187661,669668,7db6aae5-6644-4513-9bfc-ca2e79d4469c,https://www.last.fm/music/Peter+Tosh,0,"reggae, roots reggae, Rasta"
Plan B,11134191,668913,e3e7a076-ee69-4f19-84db-d092f7e38e40,https://www.last.fm/music/Plan+B,0,"Hip-Hop, british, Grime"
Mark Knopfler,17917091,668366,e49f69da-17d5-4c5c-bac0-dadcb0e588f5,https://www.last.fm/music/Mark+Knopfler,0,"rock, classic rock, singer-songwriter"
Chingy,3762649,668340,2c311e1d-5da3-4ffb-a46e-572981b5849f,https://www.last.fm/music/Chingy,0,"rap, Hip-Hop, Dirty South"
Gogol Bordello,26360322,668337,f47fc54d-b334-4321-8218-00c5b11d4dd1,https://www.last.fm/music/Gogol+Bordello,0,"gypsy punk, seen live, punk"
Social Distortion,17225631,668173,e1e05cce-3922-44e1-8f20-015abe5e309d,https://www.last.fm/music/Social+Distortion,0,"punk, punk rock, seen live"
Fitz and the Tantrums,9733974,667980,8560d4e8-05e2-4c20-980b-ad2db445dd5d,https://www.last.fm/music/Fitz+and+the+Tantrums,0,"soul, pop, seen live"
The Bloody Beetroots,12083812,667907,30d639db-5c8f-494e-a937-460a4b67f3b4,https://www.last.fm/music/The+Bloody+Beetroots,0,"electro, electronic, dance"
Emeli Sandé,12422372,667492,7cfaac66-62e5-4fcd-af1b-9d3aa8f68e8b,https://www.last.fm/music/Emeli+Sand%C3%A9,0,"soul, british, female vocalists"
The Lovin' Spoonful,4918485,667347,abc08d4f-4e3c-4b5a-b1e8-d324cd6a2f92,https://www.last.fm/music/The+Lovin%27+Spoonful,0,"60s, classic rock, rock"
Psy,7282756,667067,f99b7d67-4e63-4678-aa66-4c6ac0f7d24a,https://www.last.fm/music/Psy,0,"k-pop, Korean, pop"
Camila Cabello,39524272,667059,,https://www.last.fm/music/Camila+Cabello,0,"pop, female vocalists, cuba"
The Dave Brubeck Quartet,7887123,666870,7bf711e9-4e69-4e08-b6e8-c0cb5805f1e7,https://www.last.fm/music/The+Dave+Brubeck+Quartet,0,"jazz, cool jazz, instrumental"
James Horner,14281946,666749,679ec43c-bc04-4bb0-b619-2da702a214ba,https://www.last.fm/music/James+Horner,0,"Soundtrack, instrumental, Classical"
Augustana,12745354,666665,919ccb96-12da-48f5-bd91-ec410d956048,https://www.last.fm/music/Augustana,0,"alternative, piano rock, indie"
Mindless Self Indulgence,42212920,665543,44f42386-a733-4b51-8298-fe5c807d03aa,https://www.last.fm/music/Mindless+Self+Indulgence,0,"industrial, industrial jungle pussy punk, punk"
Flunk,11409973,665401,101e0102-841f-4858-972b-edf716ee67c9,https://www.last.fm/music/Flunk,0,"trip-hop, chillout, electronic"
Above & Beyond,17904499,665113,4a8c330f-6acf-4589-8220-a4ce1ba09eeb,https://www.last.fm/music/Above+&+Beyond,0,"trance, progressive trance, vocal trance"
Apparat,20453451,665006,dc3dbfc1-f1f1-49c6-9d7c-425fabf3ae12,https://www.last.fm/music/Apparat,0,"idm, electronic, ambient"
Fischerspooner,10837092,664909,a4f54716-24d9-4c6b-8ba7-1d7e7a5173d0,https://www.last.fm/music/Fischerspooner,0,"electronic, Electroclash, electro"
Dr. Dog,15698863,664323,e9aed5e5-ed35-4244-872e-194862290295,https://www.last.fm/music/Dr.+Dog,0,"seen live, indie, indie rock"
Vertical Horizon,7574189,664187,e25216bf-b0ac-4bd3-bc5a-1f82a7d0274f,https://www.last.fm/music/Vertical+Horizon,0,"rock, alternative rock, alternative"
Sébastien Tellier,10315042,664064,ac69016f-42cc-4322-b70e-101458b769aa,https://www.last.fm/music/S%C3%A9bastien+Tellier,0,"electronic, french, downtempo"
Years & Years,21992083,663874,9f23b7c3-baa6-4e38-b1a9-5c38359ad982,https://www.last.fm/music/Years+&+Years,0,"electronic, indie, seen live"
Jennifer Hudson,5826852,662743,95b5d5b5-46c4-4c3e-89d5-ffe9236427ac,https://www.last.fm/music/Jennifer+Hudson,0,"rnb, soul, female vocalists"
Millencolin,26365502,662660,a11aacf5-fcbe-47f9-b065-75f4466c00ae,https://www.last.fm/music/Millencolin,0,"punk rock, seen live, punk"
+44,14252654,662397,c2a44e93-3a2b-44aa-bd8b-7a71bb76e3b5,https://www.last.fm/music/%252B44,0,"punk rock, pop punk, punk"
Quantic,10596643,662275,f1560407-8826-4ec9-b78f-e0c3fa3ea4f5,https://www.last.fm/music/Quantic,0,"downtempo, electronic, chillout"
Bassnectar,11833800,661673,5d7c4cfc-29e7-4c83-8893-ae02679fc9f4,https://www.last.fm/music/Bassnectar,0,"dubstep, electronic, breakbeat"
Example,12159226,661663,ddeb3502-8693-4619-b41d-263105f84477,https://www.last.fm/music/Example,0,"Hip-Hop, electronic, british"
Robert Palmer,4969758,661032,d5a1b969-1a58-4df3-ac24-40c67462edf2,https://www.last.fm/music/Robert+Palmer,0,"80s, rock, classic rock"
Slightly Stoopid,12164819,660432,2c7e21ad-9b16-42df-9f9b-d583ce70a88a,https://www.last.fm/music/Slightly+Stoopid,0,"reggae, ska, dub"
J Dilla,32522926,660307,cbcbb22c-3a8d-46af-b4ba-09c98f0d7931,https://www.last.fm/music/J+Dilla,0,"Hip-Hop, instrumental hip-hop, underground hip-hop"
Jerry Lee Lewis,6068295,660259,b59ac58d-036e-4bba-8112-c32a34c4575b,https://www.last.fm/music/Jerry+Lee+Lewis,0,"rockabilly, Rock and Roll, rock n roll"
Chicane,10537361,660027,c3480e79-a8d9-44f5-8c93-9f7b490df99f,https://www.last.fm/music/Chicane,0,"trance, chillout, electronic"
London Grammar,22566998,659000,4dbe08c1-b40a-43b3-ab89-210000bd8ab2,https://www.last.fm/music/London+Grammar,0,"indie pop, electronic, indie"
FKA twigs,29562314,658248,1e4e9db7-5068-4a9c-bdd0-5777e47172c8,https://www.last.fm/music/FKA+twigs,0,"trip-hop, electronic, experimental"
Soil,13228147,656448,b82cca8e-c183-413f-a60b-12bf0c229433,https://www.last.fm/music/Soil,0,"metal, hard rock, Nu Metal"
Mandy Moore,8942418,656273,9dc9f4b0-a7b4-43c5-8f6b-fcd43c426a4b,https://www.last.fm/music/Mandy+Moore,0,"pop, female vocalists, Mandy Moore"
Doris Day,4810318,656237,3db5dfb1-1b91-4038-8268-ae04d15b6a3e,https://www.last.fm/music/Doris+Day,0,"jazz, female vocalists, oldies"
Jeff Beck,8253775,656010,a6339659-c879-4f88-9908-206d47963e29,https://www.last.fm/music/Jeff+Beck,0,"classic rock, blues, rock"
Alexandre Desplat,18822875,655988,391846f7-f09f-470c-b188-c16b3a2022e4,https://www.last.fm/music/Alexandre+Desplat,0,"Soundtrack, instrumental, Classical"
Box Car Racer,10039161,655787,1cae523b-fbf3-4312-a5c9-e569a6d4bd74,https://www.last.fm/music/Box+Car+Racer,0,"punk rock, punk, pop punk"
Robin Schulz,10870895,655622,163218c2-9e0f-4d2d-aecb-ebbdef6aab70,https://www.last.fm/music/Robin+Schulz,0,"electronic, dance, minimal"
Armand van Helden,5409727,653865,b09b5127-c62e-4bb2-b790-1e4aa18749ed,https://www.last.fm/music/Armand+van+Helden,0,"House, electronic, dance"
The Bird and the Bee,11832727,653573,d08b66b4-8950-439f-bd8e-2dd78dbd7a5f,https://www.last.fm/music/The+Bird+and+the+Bee,0,"indie, female vocalists, electronic"
Clipse,8579131,653267,e6424fa5-08d3-41c6-96f3-8549f733708c,https://www.last.fm/music/Clipse,0,"Hip-Hop, rap, hip hop"
Soulfly,20391711,653264,8ccee82d-dbbc-4666-9307-00974301b57a,https://www.last.fm/music/Soulfly,0,"thrash metal, metal, seen live"
Gin Blossoms,6178610,652776,1c42b705-d3fc-452e-93ee-d0030bdd70f3,https://www.last.fm/music/Gin+Blossoms,0,"alternative, rock, alternative rock"
Manowar,29908689,652408,00eeed6b-5897-4359-8347-b8cd28375331,https://www.last.fm/music/Manowar,0,"heavy metal, Power metal, metal"
Black Flag,20211884,652011,9941a936-196a-4a62-ae53-a69cbc33f20e,https://www.last.fm/music/Black+Flag,0,"punk, hardcore punk, hardcore"
Robert Schumann,6078035,651076,3cd3882c-00f8-4362-a0c2-ad89ed248533,https://www.last.fm/music/Robert+Schumann,0,"Classical, romantic, piano"
Mr. Oizo,10583213,649655,a4a3048f-3968-4848-9f53-94e3d4f88b53,https://www.last.fm/music/Mr.+Oizo,0,"electronic, electro, french"
Unknown Mortal Orchestra,18153243,649195,e2305342-0bde-4a2c-aed0-4b88694834de,https://www.last.fm/music/Unknown+Mortal+Orchestra,0,"Lo-Fi, psychedelic, indie rock"
India.Arie,7654823,649022,38c7a3b2-17fb-4166-b964-4e445d69efdd,https://www.last.fm/music/India.Arie,0,"soul, female vocalists, Neo-Soul"
Fink,14011741,647939,cd3ec2cf-3a76-4f3f-9b77-2135a1d24602,https://www.last.fm/music/Fink,0,"indie, singer-songwriter, downtempo"
Sonata Arctica,58435252,647807,319b1175-ced9-438f-986b-9239c3edd92d,https://www.last.fm/music/Sonata+Arctica,0,"Power metal, metal, melodic metal"
Howlin' Wolf,8564484,646704,ca5b38c2-f39d-45a4-ad3d-daf4448846ef,https://www.last.fm/music/Howlin%27+Wolf,0,"blues, Chicago Blues, Classic Blues"
Shiny Toy Guns,14088047,645910,ad61e25e-5516-41e1-b60d-744e8220986e,https://www.last.fm/music/Shiny+Toy+Guns,0,"electronic, indie, electronica"
Funkadelic,10188611,645554,cf042013-3edd-46c4-9b0e-a62faac98d0b,https://www.last.fm/music/Funkadelic,0,"funk, soul, psychedelic"
Texas,7530892,645536,7289d10d-d8d2-41ff-8308-c56ec9346e07,https://www.last.fm/music/Texas,0,"pop, rock, female vocalists"
Bibio,16717693,645267,9f9953f0-68bb-4ce3-aace-2f44c87f0aa3,https://www.last.fm/music/Bibio,0,"experimental, electronic, ambient"
Afrojack,6543116,643521,a3ee920f-4e7f-4993-8aca-4b8538cfaa4a,https://www.last.fm/music/Afrojack,0,"House, electro house, Progressive House"
Jill Scott,8857678,643344,b1fb6a18-1626-4011-80fb-eaf83dfebcb6,https://www.last.fm/music/Jill+Scott,0,"soul, Neo-Soul, female vocalists"
Parkway Drive,48020029,642847,a436dd02-0549-4c91-b608-df451217fdeb,https://www.last.fm/music/Parkway+Drive,0,"metalcore, hardcore, seen live"
Ween,22316631,642001,c0eee88b-47f2-4cd2-ac48-a045e902a432,https://www.last.fm/music/Ween,0,"alternative, experimental, rock"
Julian Casablancas,8955257,640103,c5ce487b-0462-444e-a184-4de0fef7e028,https://www.last.fm/music/Julian+Casablancas,0,"indie, indie rock, rock"
Squarepusher,15941104,639896,4d86ad4e-28d8-4e9f-8cf4-735c57060fdc,https://www.last.fm/music/Squarepusher,0,"idm, electronic, experimental"
Raekwon,11068418,639285,4e954b02-fae2-4bd7-9547-e055a6ac0527,https://www.last.fm/music/Raekwon,0,"Hip-Hop, rap, wu-tang"
Yazoo,5908585,639200,42922db2-2e80-44b8-9cdf-0b3a6634c124,https://www.last.fm/music/Yazoo,0,"80s, new wave, synthpop"
All Saints,6343915,638978,a371601f-c184-4683-806d-2eb35e88f0d7,https://www.last.fm/music/All+Saints,0,"pop, female vocalists, british"
Guster,13121165,638185,6cbe1e63-5895-4168-ac7e-f0d2836ba0c1,https://www.last.fm/music/Guster,0,"indie, seen live, alternative"
Bobby Womack,6093052,637859,48e78462-2f0b-4a1a-9fa4-0585e2991e80,https://www.last.fm/music/Bobby+Womack,0,"soul, funk, rhythm and blues"
Radical Face,12734840,637765,6c25514f-1f14-4106-a142-be95ba11f117,https://www.last.fm/music/Radical+Face,0,"indie, indie pop, singer-songwriter"
The Black Crowes,10833908,637699,02ceff75-7363-493e-a78d-912dc86c7460,https://www.last.fm/music/The+Black+Crowes,0,"rock, Southern Rock, blues rock"
Lord Huron,12356004,637633,51c76d97-0635-433c-b26d-66beb81657f8,https://www.last.fm/music/Lord+Huron,0,"folk, seen live, psychedelic"
Chumbawamba,6731705,637600,7b7b1e6f-e73e-41a0-9d72-8f0b30c6992d,https://www.last.fm/music/Chumbawamba,0,"alternative, pop, punk"
Wilson Pickett,4582087,636608,fc6214b3-6d82-4803-be74-01ece1723e42,https://www.last.fm/music/Wilson+Pickett,0,"soul, rhythm and blues, funk"
Gang of Four,10833820,636277,d8661c02-f423-4d72-8044-40ff05daf7a1,https://www.last.fm/music/Gang+of+Four,0,"post-punk, new wave, punk"
Inna,11400925,636130,99efca32-eea1-45fb-92cb-8798976a9769,https://www.last.fm/music/Inna,0,"dance, electronic, House"
She Wants Revenge,17873064,636042,f434ae2b-b203-490d-a8ac-aa9cd51c0e73,https://www.last.fm/music/She+Wants+Revenge,0,"post-punk, indie, alternative"
The Everly Brothers,5898981,635782,091ec508-877f-4e3c-92a3-10903bbbc7ad,https://www.last.fm/music/The+Everly+Brothers,0,"oldies, 60s, rock n roll"
Jamie T,14966256,635635,bc883961-64d4-46b3-8b1c-64009854291c,https://www.last.fm/music/Jamie+T,0,"indie, british, seen live"
Joan Baez,7746025,634875,92d37892-6186-4459-9cc1-f0dde57652d0,https://www.last.fm/music/Joan+Baez,0,"folk, singer-songwriter, female vocalists"
The Starting Line,13660577,634838,9701356d-08d9-45ba-975d-977ab466e7be,https://www.last.fm/music/The+Starting+Line,0,"pop punk, emo, seen live"
Cassius,6474339,634552,8b768a2b-de43-4648-88b4-cb29d4ec64cc,https://www.last.fm/music/Cassius,0,"House, electronic, french"
Chairlift,10843293,634213,a3cd61ef-7fd4-44af-a27f-99641a82b22b,https://www.last.fm/music/Chairlift,0,"electronic, indie pop, indie"
King Crimson,31647686,633957,b38225b8-8e5f-42aa-bcdc-7bae5b5bdab3,https://www.last.fm/music/King+Crimson,0,"Progressive rock, experimental, classic rock"
Lil Jon,3773886,633726,a95384b1-6aec-468c-ae0d-8c6daf87c4c2,https://www.last.fm/music/Lil+Jon,0,"Crunk, Hip-Hop, rap"
The War on Drugs,22241728,632823,87b9b3b8-ab93-426c-a200-4012d667a626,https://www.last.fm/music/The+War+on+Drugs,0,"indie rock, seen live, indie"
Love,9966133,632399,c6a5a81d-2544-499a-8b30-6c52179c0857,https://www.last.fm/music/Love,0,"psychedelic, Psychedelic Rock, 60s"
The Pigeon Detectives,10378098,632178,2e04a82f-9118-43b1-a918-bf84f122f7fc,https://www.last.fm/music/The+Pigeon+Detectives,0,"indie, indie rock, british"
Salt-N-Pepa,3688397,632173,26bcd35d-56a3-4e4d-8ad7-7bc5787c3af1,https://www.last.fm/music/Salt-N-Pepa,0,"Hip-Hop, rap, female vocalists"
"Emerson, Lake & Palmer",10449287,631914,ad996aef-cc1c-42ac-af5c-619c370f4b8a,"https://www.last.fm/music/Emerson,+Lake+&+Palmer",0,"Progressive rock, classic rock, Symphonic Rock"
The Devil Wears Prada,29691320,631839,43c0958c-27ef-46c4-b4cc-83cfca54170d,https://www.last.fm/music/The+Devil+Wears+Prada,0,"metalcore, hardcore, screamo"
Better Than Ezra,6215662,631321,7986c185-d91d-4204-8ee2-eac5d503fe39,https://www.last.fm/music/Better+Than+Ezra,0,"alternative rock, rock, alternative"
Soul Asylum,4816572,631195,b10db9ad-b4c3-47f3-a7a4-37864b134f65,https://www.last.fm/music/Soul+Asylum,0,"rock, alternative rock, alternative"
The Presets,12731866,631154,f5b8ea5f-c269-45dd-9936-1fedf3c56851,https://www.last.fm/music/The+Presets,0,"electronic, electro, australian"
Gipsy Kings,8750513,630925,44a7f7d5-79df-4f44-8f5e-02dfc0626904,https://www.last.fm/music/Gipsy+Kings,0,"Flamenco, latin, spanish"
Jim Croce,7251050,629886,fcfa9543-e113-4ef9-9ef6-455ba4cbe7af,https://www.last.fm/music/Jim+Croce,0,"folk, singer-songwriter, classic rock"
The La's,5262202,628703,ff3e88b3-7354-4f30-967c-1a61ebc8c642,https://www.last.fm/music/The+La%27s,0,"britpop, indie, british"
Dirty Projectors,17487177,628526,71a94ed8-03cc-459a-bd35-a081ca88a402,https://www.last.fm/music/Dirty+Projectors,0,"experimental, seen live, indie"
The Jacksons,4476529,627924,e5257dc5-1edd-4fca-b7e6-1158e00522c8,https://www.last.fm/music/The+Jacksons,0,"soul, pop, Disco"
Rooney,8639309,627468,ffbb2808-f410-42cb-bc1d-983b449fb8d1,https://www.last.fm/music/Rooney,0,"indie, indie rock, rock"
Pretty Lights,17310480,627408,3a07764c-7cc5-42e9-8205-3de7532f4771,https://www.last.fm/music/Pretty+Lights,0,"electronic, downtempo, funk"
Bananarama,4721516,627244,84d06499-0643-46b8-9e1f-45f743a53f5e,https://www.last.fm/music/Bananarama,0,"80s, pop, female vocalists"
Natalia Kills,12510463,626674,bc2ed01e-bca4-410c-a081-e12cf1f0b567,https://www.last.fm/music/Natalia+Kills,0,"pop, female vocalists, dark pop"
Amon Amarth,56140002,626554,5b687684-ad34-4a9f-b425-0e7aa81fbd38,https://www.last.fm/music/Amon+Amarth,0,"Melodic Death Metal, viking metal, death metal"
