name,playcount,listeners,mbid,url,streamable,tags
Beartooth,6764029,166620,98a1e0ab-35fa-40dd-b62c-9fda46fdb061,https://www.last.fm/music/Beartooth,0,"post-hardcore, metalcore, hardcore"
Cheryl,3519943,166592,85df56ab-e125-4169-8ac8-e6666128d526,https://www.last.fm/music/Cheryl,0,"pop, british, female vocalists"
M|O|O|N,2959710,166492,162c7a95-9b96-4b7a-bac2-6f2c2e2357e7,https://www.last.fm/music/M%7CO%7CO%7CN,0,"electronic, House, acid house"
Charles Gounod,729675,166401,cd4636e1-06a3-41fc-848a-624b84bbb023,https://www.last.fm/music/Charles+Gounod,0,"Classical, opera, romantic"
Moriarty,2406957,166370,7f998ad7-4cb1-4f5d-a366-98b23ecf2ace,https://www.last.fm/music/Moriarty,0,"folk, indie, female vocalists"
Scott Hamilton,1042895,166332,8554cf23-a0d1-4458-9c72-be2417d44b94,https://www.last.fm/music/Scott+Hamilton,0,"jazz, saxophone, Smooth Jazz"
Raleigh Ritchie,2316673,166182,17974c19-6b8e-4f3c-a3ef-5533a5ad456f,https://www.last.fm/music/Raleigh+Ritchie,0,"rnb, indie, pop"
A L E X,2021577,166163,,https://www.last.fm/music/A+L+E+X,0,"Hip-Hop, Lo-Fi, instrumental hip-hop"
Husky,1974766,166083,c2ebe1c6-025b-4786-99e8-b34a91844939,https://www.last.fm/music/Husky,0,"trip-hop, electronic, polish"
August Wilhelmsson,1409620,166017,,https://www.last.fm/music/August+Wilhelmsson,0,"ambient, swedish, chillout"
Kllo,1696598,165736,,https://www.last.fm/music/Kllo,0,"electronic, indie pop, dance"
Nick Hakim,1567767,165427,21e8f8ef-00d2-4748-be00-451f1f5dfcaa,https://www.last.fm/music/Nick+Hakim,0,"soul, rnb, indie"
Sturgill Simpson,4289337,165366,f6e61750-a6b7-4d88-979b-052345cd0e4a,https://www.last.fm/music/Sturgill+Simpson,0,"country, singer-songwriter, outlaw country"
half•alive,3274213,165340,,https://www.last.fm/music/half%E2%80%A2alive,0,"indie, indie pop, alternative"
Dirty Beaches,3119303,165283,ff9fe073-0ccc-481e-bcd5-bc26ce15897c,https://www.last.fm/music/Dirty+Beaches,0,"Lo-Fi, psychedelic, experimental"
Alexander Rybak,3008082,165282,1e69316c-14fa-42ba-88f2-06f6743632f7,https://www.last.fm/music/Alexander+Rybak,0,"pop, folk, norwegian"
Guy,996258,165234,fa209319-6d7b-4a20-b445-62186ec41e0d,https://www.last.fm/music/Guy,0,"new jack swing, rnb, 90s"
Lawrence,1891189,165218,e1a0bbf2-ab13-4edf-8a56-c7ca76338375,https://www.last.fm/music/Lawrence,0,"minimal, electronic, techno"
Juice Newton,969838,165196,80f71f44-b3cd-4386-9768-b3398180f708,https://www.last.fm/music/Juice+Newton,0,"country, female vocalists, 80s"
Alvaro Soler,2308629,165159,,https://www.last.fm/music/Alvaro+Soler,0,"pop, latin, spain"
Role Model,2208076,164957,50e3c30f-d673-4304-8e7f-bc42e3370958,https://www.last.fm/music/Role+Model,0,"8-bit, chiptune, electronic"
Maisie Peters,1962959,164900,,https://www.last.fm/music/Maisie+Peters,0,"folk, indie, pop"
Grace VanderWaal,1951844,164811,,https://www.last.fm/music/Grace+VanderWaal,0,"pop, singer-songwriter, indie pop"
Izzy Bizu,1202516,164797,,https://www.last.fm/music/Izzy+Bizu,0,"soul, pop, rnb"
MED,1438967,164679,ed6e3cb8-8ff6-4b1f-ad0a-844816f3f97c,https://www.last.fm/music/MED,0,"Hip-Hop, Stones throw, underground hip-hop"
Borknagar,6402330,164637,8df2629f-8ae9-4687-9207-4cf3c22cc763,https://www.last.fm/music/Borknagar,0,"black metal, viking metal, Progressive metal"
CHUNG HA,9154523,164589,,https://www.last.fm/music/CHUNG+HA,0,"k-pop, pop, Korean"
Deaf Havana,5257256,164520,98edd2f1-d136-4c47-ab9b-c31839dd1d98,https://www.last.fm/music/Deaf+Havana,0,"post-hardcore, seen live, screamo"
Tropkillaz,2389658,164436,b2152f2d-c2c6-46fa-b3cf-44055c2c86af,https://www.last.fm/music/Tropkillaz,0,"trap, brazilian, Tropical Bass"
Starset,5558368,164433,edf078bd-ab50-477a-9e3d-f4c0c1d3470b,https://www.last.fm/music/Starset,0,"alternative rock, electronic rock, space rock"
Tally Hall,3662508,164239,407d7ae0-c297-491c-bd19-4185e2b12ef2,https://www.last.fm/music/Tally+Hall,0,"indie, seen live, alternative"
Haley Reinhart,1904490,164165,d774c8ff-2b2b-423d-94ba-a827b3554785,https://www.last.fm/music/Haley+Reinhart,0,"soul, jazz, female vocalists"
Charles & Eddie,852872,164165,07eaca09-98e9-421a-ac3e-cc007550b2f5,https://www.last.fm/music/Charles+&+Eddie,0,"soul, pop, 90s"
Pharoah Sanders,1554410,164157,b3a0912a-a62a-4388-9368-7cb21ed5caf9,https://www.last.fm/music/Pharoah+Sanders,0,"jazz, free jazz, Avant-Garde Jazz"
Bosse,4729160,164126,ba8fe46e-af81-4fcd-8581-59d6920d5d55,https://www.last.fm/music/Bosse,0,"german, seen live, indie"
Bülow,1915909,164107,,https://www.last.fm/music/B%C3%BClow,0,"pop, seen live, indie"
Smif-n-Wessun,1807143,164078,6177f8df-469c-4e9d-a09f-524b29c4d849,https://www.last.fm/music/Smif-n-Wessun,0,"Hip-Hop, rap, underground hip-hop"
Гражданская оборона,14227291,164032,16d837ab-208f-4588-89bb-c036b5c5a0a6,https://www.last.fm/music/%D0%93%D1%80%D0%B0%D0%B6%D0%B4%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F+%D0%BE%D0%B1%D0%BE%D1%80%D0%BE%D0%BD%D0%B0,0,"punk, Psychedelic Rock, post-punk"
Ace Frehley,1479315,164020,33d700ce-064f-44f6-ab9e-60f9eed0fca1,https://www.last.fm/music/Ace+Frehley,0,"hard rock, rock, glam rock"
MNEK,1437502,163993,27e7c2e8-badc-4a97-8b93-24b6c530b038,https://www.last.fm/music/MNEK,0,"rnb, pop, electronic"
Rayland Baxter,1340141,163885,9dd9a2fb-891e-44d8-97ef-ca1d69aa2d7a,https://www.last.fm/music/Rayland+Baxter,0,"Alt-country, indie, Nashville"
The Blackbyrds,924838,163862,9e5aee7c-2dc8-48ab-b6f9-b050dc51e6fc,https://www.last.fm/music/The+Blackbyrds,0,"funk, soul, jazz-funk"
In Love With a Ghost,2909148,163849,,https://www.last.fm/music/In+Love+With+a+Ghost,0,"ambient, electronic, downtempo"
leavv,1526184,163774,,https://www.last.fm/music/leavv,0,"beats, chillhop, Hip-Hop"
Laurel Halo,3154192,163760,cb5704af-3ef1-485f-bb7f-e43cf40170a7,https://www.last.fm/music/Laurel+Halo,0,"electronic, experimental, witch house"
Juan Gabriel,2273206,163755,bc9b7500-0afc-41ba-a056-b0bc81669702,https://www.last.fm/music/Juan+Gabriel,0,"juan gabriel, mexico, latin"
Mujuice,7257184,163661,46ee6c22-a3fd-4b7b-9353-3c2d9311ac99,https://www.last.fm/music/Mujuice,0,"idm, electronic, minimal"
Comethazine,5666760,163483,,https://www.last.fm/music/Comethazine,0,"Hip-Hop, rap, trap"
Jr Jr,1239324,163453,,https://www.last.fm/music/Jr+Jr,0,"indie, alternative, electronic"
Niccolò Paganini,1646004,163337,d581b2f2-f945-4566-a249-2d0171466993,https://www.last.fm/music/Niccol%C3%B2+Paganini,0,"Classical, violin, italian"
Rebecca Black,1087001,163284,312c7cc1-9b5c-4406-963b-9f73f50674c0,https://www.last.fm/music/Rebecca+Black,0,"pop, fun fun fun fun, Friday"
Midge Ure,1169827,163225,24cac374-29bd-499f-a0f8-72165d2f2f43,https://www.last.fm/music/Midge+Ure,0,"new wave, 80s, pop"
Pinegrove,6933511,163163,,https://www.last.fm/music/Pinegrove,0,"seen live, indie rock, Alt-country"
Jodi Benson,880966,163129,62d54f86-3b76-4934-9ed1-7d34c3a381de,https://www.last.fm/music/Jodi+Benson,0,"Disney, Soundtrack, female vocalists"
Alex & Sierra,1749756,163015,c8355d66-4fba-4e2b-8236-11eb8767126f,https://www.last.fm/music/Alex+&+Sierra,0,"acoustic, pop, The X Factor"
Laurel,1410742,162939,560875e5-1a56-431e-8803-010ae9e4871c,https://www.last.fm/music/Laurel,0,"Southern Rock, indie, metalcore"
Sinead Harnett,1304614,162892,61da3e0b-9f96-4f46-b8b6-50aed52f6845,https://www.last.fm/music/Sinead+Harnett,0,"rnb, soul, pop"
L'Impératrice,2347533,162848,abc31be8-02b2-4bb1-867d-604d50b7be78,https://www.last.fm/music/L%27Imp%C3%A9ratrice,0,"french, funk, france"
Alison Wonderland,2621490,162786,,https://www.last.fm/music/Alison+Wonderland,0,"trap, pop, electronic"
Disciples,1213235,162745,bac7f942-8e94-4868-b3f6-ba66c75b136e,https://www.last.fm/music/Disciples,0,"dub, reggae, electronic"
Bhad Bhabie,2241828,162744,,https://www.last.fm/music/Bhad+Bhabie,0,"Hip-Hop, rap, trap"
The walters,2039630,162728,,https://www.last.fm/music/The+walters,0,"indie, indie rock, indie pop"
elijah who,1693483,162726,,https://www.last.fm/music/elijah+who,0,"beats, Hip-Hop, Lo-Fi"
Cherry Glazerr,2764785,162687,64a0c404-58af-4083-8fc6-a6725ef02ecb,https://www.last.fm/music/Cherry+Glazerr,0,"indie, female vocalists, seen live"
YBN Nahmir,2233793,162642,,https://www.last.fm/music/YBN+Nahmir,0,"Hip-Hop, rap, trap"
ritt momney,1359429,162639,,https://www.last.fm/music/ritt+momney,0,"indie, indie pop, alternative"
TOMORROW X TOGETHER,19820298,162550,,https://www.last.fm/music/TOMORROW+X+TOGETHER,0,"k-pop, Kpop, pop"
This Is the Kit,1660360,162540,c7a4dcf7-61f8-4126-bec8-3bfa3b18284a,https://www.last.fm/music/This+Is+the+Kit,0,"seen live, folk, singer-songwriter"
Kshmr,2265245,162538,,https://www.last.fm/music/Kshmr,0,"big room, big room house, electro house"
DEAN,5311236,162527,fa063cd2-805a-4916-9dd3-9804bc23d7d5,https://www.last.fm/music/DEAN,0,"rnb, best of 2017, k-rnb"
Nilüfer Yanya,2194790,162381,,https://www.last.fm/music/Nil%C3%BCfer+Yanya,0,"indie, singer-songwriter, seen live"
Blue Hawaii,2425245,162377,1a151a4b-b482-4358-b19c-30653e7b9dc4,https://www.last.fm/music/Blue+Hawaii,0,"dream pop, chillwave, Lo-Fi"
Pouya,5595508,162370,,https://www.last.fm/music/Pouya,0,"Hip-Hop, rap, cloud rap"
Jakob Ogawa,2222326,162329,,https://www.last.fm/music/Jakob+Ogawa,0,"indie, norwegian, Norweigan"
Blonde,1172038,162325,d01c2c49-fe7c-4cf9-a860-d84254bd7636,https://www.last.fm/music/Blonde,0,"pop, 80's, nightglance"
Flor,2445494,162272,70ac7e65-fe55-49af-8f4c-aab263d4a61e,https://www.last.fm/music/Flor,0,"indie, indie pop, pop"
FloFilz,1486686,162254,8f38496b-1b22-4633-a61a-cfdfdd1c9892,https://www.last.fm/music/FloFilz,0,"jazz, instrumental hip-hop, instrumental"
Farruko,1726434,162237,d2b3524f-67e8-45ef-bfc1-693cac525135,https://www.last.fm/music/Farruko,0,"Reggaeton, Puerto Rican, mierda"
Propaganda,1556485,162234,f08f8d9f-f22c-4d91-b786-2b3ced5356ab,https://www.last.fm/music/Propaganda,0,"new wave, 80s, synthpop"
Gin Wigmore,2439830,161993,cb0b7933-a5bc-48dc-a36b-00315d12ca8c,https://www.last.fm/music/Gin+Wigmore,0,"female vocalists, indie, soul"
Ben Rector,2174883,161980,9f478f13-554c-49fc-b5f6-fcf110010c39,https://www.last.fm/music/Ben+Rector,0,"singer-songwriter, piano rock, piano"
Ney Matogrosso,2543430,161975,67e97898-3bb5-412a-a51e-95a7b59a1bef,https://www.last.fm/music/Ney+Matogrosso,0,"mpb, brasil, brazilian"
Black Marble,3715079,161927,fd7d4ed7-1a14-4b5b-b8f2-074888187ebc,https://www.last.fm/music/Black+Marble,0,"coldwave, post-punk, electronic"
Trevor Morris,4868017,161859,b8634d0b-e1f8-4671-9ed9-21e9a03973ed,https://www.last.fm/music/Trevor+Morris,0,"Soundtrack, instrumental, Classical"
Jack Savoretti,2405559,161837,5d0dc00d-4b5c-435c-bd96-72a05c3d49e1,https://www.last.fm/music/Jack+Savoretti,0,"acoustic, singer-songwriter, folk"
Bury Tomorrow,7920840,161827,95c4e9ef-291b-4f94-8bc9-2b00e76eacb0,https://www.last.fm/music/Bury+Tomorrow,0,"metalcore, melodic metalcore, hardcore"
Bad Boys Blue,2022817,161752,ae32393f-b7db-479b-8728-8ea28c1edb16,https://www.last.fm/music/Bad+Boys+Blue,0,"80s, Disco, pop"
jhfly,1422266,161727,,https://www.last.fm/music/jhfly,0,"beats, Lo-Fi, instrumental"
Sports,1893295,161726,b03bbf4e-4c7a-4acc-8d30-71c360d95b4b,https://www.last.fm/music/Sports,0,"indie, rock, japanese"
Rook1e,1436416,161613,,https://www.last.fm/music/Rook1e,0,"Lo-Fi, beats, trip-hop"
The BossHoss,3858606,161568,e0ab57c6-7ba1-4dca-b36e-fae4c0c269e1,https://www.last.fm/music/The+BossHoss,0,"country, seen live, rockabilly"
Hugo,1313125,161470,f6bd9ca6-700d-4f87-9c73-a4fc42bebb15,https://www.last.fm/music/Hugo,0,"rock, french, electronic"
The Acid,1755020,161405,5e978fe0-4dd6-4fb7-b019-d45ffc234bdd,https://www.last.fm/music/The+Acid,0,"electronic, experimental, ambient"
Zapp,921804,161385,e89e79d4-04c1-4bc3-9be1-a15899c93d8f,https://www.last.fm/music/Zapp,0,"funk, soul, 80s"
Crazy P,1582146,161369,45644225-982e-4b76-a529-d8f9688e9a7d,https://www.last.fm/music/Crazy+P,0,"House, electronic, electronica"
Falconer,5338023,161237,342e72d6-e350-42c4-814a-3fe1801e65f5,https://www.last.fm/music/Falconer,0,"Power metal, folk metal, metal"
Sohodolls,2456513,161203,31f3679c-fbed-424b-a611-65a73912928c,https://www.last.fm/music/Sohodolls,0,"electronic, indie, british"
David August,1640441,161194,e4f6fdb4-8b31-4947-848e-5b6586ad4b60,https://www.last.fm/music/David+August,0,"deep house, minimal, techno"
KMD,2055991,160922,543edda0-d61e-4698-97fa-1f34a1322d20,https://www.last.fm/music/KMD,0,"Hip-Hop, underground hip-hop, hip hop"
V,18697428,160840,8f509d2c-a88e-4de2-8ec2-e8e863b9e41d,https://www.last.fm/music/V,0,"pop, seen live, boybands"
Jacques Offenbach,811280,160802,27bc8cf5-72e1-4888-87de-259fbcaac3ff,https://www.last.fm/music/Jacques+Offenbach,0,"Classical, opera, romantic"
Thirty Seconds to Mars,1639962,160787,,https://www.last.fm/music/Thirty+Seconds+to+Mars,0,"alternative rock, rock, alternative"
Indila,2917659,160710,eee14992-d2ab-4c46-b1e2-51080504ba50,https://www.last.fm/music/Indila,0,"french, pop, female vocalist"
Studio Killers,3034730,160685,cc7d0735-ad9b-4bf9-bfb6-e7bd90945c45,https://www.last.fm/music/Studio+Killers,0,"electronic, electropop, pop"
Maria Gadú,4125056,160674,0ce85418-ebcc-4dea-96f0-6ab43e661cb2,https://www.last.fm/music/Maria+Gad%C3%BA,0,"mpb, female vocalists, singer-songwriter"
Fickle Friends,2070495,160621,2520d6eb-fe07-4403-bb99-7f7bfd68b701,https://www.last.fm/music/Fickle+Friends,0,"seen live, indie pop, synthpop"
Sofia Reyes,1444139,160608,,https://www.last.fm/music/Sofia+Reyes,0,"pop, latin, mexico"
Yandel,1707304,160586,3d291f48-a8be-4113-baad-c73618a7897d,https://www.last.fm/music/Yandel,0,"Reggaeton, black metal, Brutal Death Metal"
iTAL tEK,2652817,160454,66f89780-6c07-4c4b-8e4c-be4098090bf3,https://www.last.fm/music/iTAL+tEK,0,"dubstep, idm, electronic"
Mark Knight,997698,160307,e507d880-398e-40fe-bda9-aa93920c7d2b,https://www.last.fm/music/Mark+Knight,0,"House, electronic, dance"
Cayucas,1186827,160282,6199c05b-ec28-41c2-b4d5-9b6c32405be7,https://www.last.fm/music/Cayucas,0,"indie pop, Lo-Fi, indie"
GOT7,18830141,160246,9f6a8346-15f3-4ec4-a632-f5270b0945a3,https://www.last.fm/music/GOT7,0,"k-pop, Korean, Kpop"
Karen Souza,1431282,160243,00731a0c-5d56-4bf4-98c3-397a7cd46673,https://www.last.fm/music/Karen+Souza,0,"jazz, lounge, female vocalists"
Failure,3993764,160089,f0ed9f50-70b9-4406-9374-7d76ae21a04a,https://www.last.fm/music/Failure,0,"space rock, alternative rock, Grunge"
Scandal,6581176,160075,d4c7c69d-a1f9-4717-a409-0346fd90d517,https://www.last.fm/music/Scandal,0,"J-rock, japanese, j-pop"
KOTA The Friend,4275572,159947,,https://www.last.fm/music/KOTA+The+Friend,0,"Hip-Hop, rap, jazz rap"
Kölsch,1767173,159915,556ee13f-1ef3-4cf0-a11e-1c71aff962d4,https://www.last.fm/music/K%C3%B6lsch,0,"techno, seen live, electronic"
Jain,2449702,159823,3e3c6d99-a83f-4ba9-a7df-9d25eac0565d,https://www.last.fm/music/Jain,0,"pop, french, seen live"
Noisestorm,1876913,159808,93c6c515-e575-4114-80e5-46bf6aa408bc,https://www.last.fm/music/Noisestorm,0,"dubstep, Drum and bass, breakbeat"
Phony Ppl,1653813,159747,0daad2e7-9b0e-4aea-abc5-d1b21c3c12bd,https://www.last.fm/music/Phony+Ppl,0,"Hip-Hop, funk, jazz"
Om,4192011,159617,ea82f218-66f8-422c-8d10-085c16a200c1,https://www.last.fm/music/Om,0,"doom metal, Stoner Rock, psychedelic"
Gerard Way,2959904,159569,53dc88bd-cdcb-440d-81aa-51a40ef07848,https://www.last.fm/music/Gerard+Way,0,"alternative rock, rock, alternative"
Tora,1341779,159507,51ef15e8-7ca3-4ce6-a302-240e11b82c24,https://www.last.fm/music/Tora,0,"new wave, experimental, eurobeat"
"QUICKLY, QUICKLY",1202971,159500,,"https://www.last.fm/music/QUICKLY,+QUICKLY",0,"Lo-Fi, electronic, USA"
Calibre,2756572,159365,b2ca3670-ddc3-4047-9331-a572fe670f45,https://www.last.fm/music/Calibre,0,"Drum and bass, liquid funk, dnb"
PUP,8041440,159362,7c6a545e-7395-4bc5-81b3-199ca46ead04,https://www.last.fm/music/PUP,0,"punk rock, seen live, punk"
Balance and Composure,8279291,159284,0d20c42d-133c-429d-8f76-3c2458aee3e8,https://www.last.fm/music/Balance+and+Composure,0,"post-hardcore, emo, indie"
G.R.L.,1525450,159256,cb3fa2f4-70aa-428a-b84d-61c35e6fed14,https://www.last.fm/music/G.R.L.,0,"pop, dance, female vocalists"
IDK,3979387,159251,,https://www.last.fm/music/IDK,0,"rap, Hip-Hop, hip hop"
Shamir,1776817,159184,44265511-306b-438d-940a-8fb07fba2d88,https://www.last.fm/music/Shamir,0,"electronic, synthpop, soul"
John Tejada,1505195,159159,bda6d00e-f8f7-43a5-b8f8-f1ebc55b46d3,https://www.last.fm/music/John+Tejada,0,"minimal, techno, electronic"
Mojave 3,3417003,159052,abf74786-2f3e-47e0-ae68-69a55c13909a,https://www.last.fm/music/Mojave+3,0,"dream pop, shoegaze, indie"
The Faceless,6745437,159050,f234369b-790c-469b-b7b0-e32ba766c60f,https://www.last.fm/music/The+Faceless,0,"Technical Death Metal, death metal, progressive death metal"
Deodato,957928,159003,4b6d948c-372d-44e0-ba09-a649cc0e5c76,https://www.last.fm/music/Deodato,0,"jazz, funk, Fusion"
Jean Knight,636103,158887,4a8d9623-4d6c-4b7c-8dc5-5d5319ab8a20,https://www.last.fm/music/Jean+Knight,0,"soul, funk, rhythm and blues"
Blake Mills,1081080,158760,c13101d0-cc31-4df3-a156-b9a29ca39825,https://www.last.fm/music/Blake+Mills,0,"seen live, singer-songwriter, folk"
Ten Walls,1077791,158749,c167313f-1922-485a-960e-72614ea93006,https://www.last.fm/music/Ten+Walls,0,"deep house, electronic, House"
Агата Кристи,12653095,158682,e4b06dc9-c196-49e1-a20a-554e72d95268,https://www.last.fm/music/%D0%90%D0%B3%D0%B0%D1%82%D0%B0+%D0%9A%D1%80%D0%B8%D1%81%D1%82%D0%B8,0,"russian rock, rock, decadence"
Tee Grizzley,2866867,158587,,https://www.last.fm/music/Tee+Grizzley,0,"Hip-Hop, rap, detroit"
St. Paul & The Broken Bones,2025071,158563,4486702e-7b26-43fd-babc-c0df7be0e1d9,https://www.last.fm/music/St.+Paul+&+The+Broken+Bones,0,"soul, seen live, blues"
Night Lovell,7132665,158532,,https://www.last.fm/music/Night+Lovell,0,"cloud rap, Hip-Hop, rap"
Zeca Pagodinho,2230025,158517,7d3d9d52-a44f-4ba1-a080-cf64698912c0,https://www.last.fm/music/Zeca+Pagodinho,0,"samba, Pagode, brasil"
WZRD,1630698,158506,6ac58f4e-d8b1-476d-aa93-efb126ea1b4c,https://www.last.fm/music/WZRD,0,"alternative rock, indie, rock"
The Irish Rovers,1741670,158501,500d2b10-b0fb-4615-a1a6-fa226a620d32,https://www.last.fm/music/The+Irish+Rovers,0,"irish, folk, celtic"
Josh Gad,1386027,158414,fde548d0-4dc4-4331-8f1c-ca342911e5ea,https://www.last.fm/music/Josh+Gad,0,"Soundtrack, musical, american"
Polaris,4280986,158391,feefaba1-77b2-436a-8776-3216927b49c4,https://www.last.fm/music/Polaris,0,"indie, alternative, indie rock"
Santo & Johnny,1358199,158338,d7aa31ba-5739-427f-a9b5-8f0ce1c1e729,https://www.last.fm/music/Santo+&+Johnny,0,"oldies, instrumental, 50s"
Icehouse,1717632,158305,48834e28-8ca5-4827-be91-0bed0ca61d76,https://www.last.fm/music/Icehouse,0,"new wave, 80s, australian"
Rodrigo Amarante,2294177,158238,6122e623-d38d-47b0-95d8-7a3d73a01a55,https://www.last.fm/music/Rodrigo+Amarante,0,"seen live, brazil, mpb"
The Raincoats,1918968,158154,42201355-08b7-43b6-a7b8-866f612e1600,https://www.last.fm/music/The+Raincoats,0,"post-punk, new wave, female vocalists"
Keshi,5434724,158004,,https://www.last.fm/music/Keshi,0,"Lo-Fi, alternative rock, pop"
Carpathian Forest,5883719,157934,69fa5c49-12ec-4c86-a238-4e07cc6d1a7d,https://www.last.fm/music/Carpathian+Forest,0,"black metal, Norwegian Black Metal, norwegian"
Axel Rudi Pell,5111077,157784,c38da5b9-7dad-446c-ae3c-2050e41a3220,https://www.last.fm/music/Axel+Rudi+Pell,0,"heavy metal, hard rock, Power metal"
Ana Olgica,973300,157693,,https://www.last.fm/music/Ana+Olgica,0,"piano, ambient, instrumental"
Burak Yeter,1312110,157691,,https://www.last.fm/music/Burak+Yeter,0,"House, turkish, electronic"
Tujamo,1188388,157482,b54f0842-5a48-4b6d-a8f5-8fa2cb23f9d2,https://www.last.fm/music/Tujamo,0,"House, tech house, EDM"
Disasterpeace,4851457,157304,8a562589-9650-45f6-ab82-332625c0bf2d,https://www.last.fm/music/Disasterpeace,0,"chiptune, electronic, 8-bit"
The White Buffalo,3030082,157261,a3f36ee1-c236-49eb-b598-078c788781d8,https://www.last.fm/music/The+White+Buffalo,0,"folk, singer-songwriter, country"
Tony Joe White,1572500,157239,810af667-6a1f-40df-87a9-27f726cba4f3,https://www.last.fm/music/Tony+Joe+White,0,"blues, blues rock, swamp rock"
Krezip,3071633,157215,a2118d09-5df0-4c84-8183-00c128f134aa,https://www.last.fm/music/Krezip,0,"seen live, rock, dutch"
Kiana Ledé,3121883,157169,,https://www.last.fm/music/Kiana+Led%C3%A9,0,"rnb, pop, female vocalists"
Get Scared,3600416,157116,24a60384-83b0-4cfb-abba-d97075e83e52,https://www.last.fm/music/Get+Scared,0,"post-hardcore, alternative rock, rock"
After the Burial,6998921,157088,6dd9b71e-2e2f-4a66-bfce-5e820589b390,https://www.last.fm/music/After+the+Burial,0,"metalcore, deathcore, Progressive Metalcore"
YUNG BAE,2846502,157038,,https://www.last.fm/music/YUNG+BAE,0,"future funk, vaporwave, electronic"
Agust D,28804575,156963,,https://www.last.fm/music/Agust+D,0,"rap, Hip-Hop, Korean"
Daniel Avery,2426484,156933,3e7aa4a4-5b7e-46a3-a7ff-c57044fa1b64,https://www.last.fm/music/Daniel+Avery,0,"techno, electronic, House"
Shoffy,1147256,156933,,https://www.last.fm/music/Shoffy,0,"indie, pop, rnb"
Bobby Hebb,784941,156925,d21d85ff-c0d5-4c50-a1be-93438e5d7c60,https://www.last.fm/music/Bobby+Hebb,0,"soul, 60s, oldies"
The Goo Goo Dolls,1068744,156913,e2c00c56-8365-4160-9f40-a64682917633,https://www.last.fm/music/The+Goo+Goo+Dolls,0,"rock, alternative rock, alternative"
Zendaya,1687160,156851,5b946a83-b395-4016-b67f-c71690f9a866,https://www.last.fm/music/Zendaya,0,"pop, dance, female vocalists"
Emicida,8213806,156797,7b874216-914f-4f77-b5c4-70f6ff8052ad,https://www.last.fm/music/Emicida,0,"rap, hip hop, brazilian"
Nightcrawlers,772638,156747,d7fd2afe-4bd4-4a01-86e8-765edac045ba,https://www.last.fm/music/Nightcrawlers,0,"House, dance, 90s"
Protomartyr,5619366,156703,9efaf639-6332-44b8-94ae-c25896320ca7,https://www.last.fm/music/Protomartyr,0,"post-punk, seen live, Garage Rock"
Pig Destroyer,9397655,156666,5c0d3974-33d5-4f7a-bebc-8f50c057927e,https://www.last.fm/music/Pig+Destroyer,0,"grindcore, death metal, Grind"
Niki,4180324,156661,babbda81-1131-4b35-8342-7d69dfa539ff,https://www.last.fm/music/Niki,0,"pop, rnb, estonian"
NX Zero,7099670,156633,cacb7214-2881-44f3-9dfc-053e22449acb,https://www.last.fm/music/NX+Zero,0,"rock, emo, brazilian"
John Parr,925711,156592,e31ff965-ddda-43d9-b24f-267a1924ff4a,https://www.last.fm/music/John+Parr,0,"rock, 80s, classic rock"
Mustasch,4763321,156497,7845ff6d-8c9d-43d8-a563-bcf4206ceb6a,https://www.last.fm/music/Mustasch,0,"seen live, Stoner Rock, hard rock"
Burns,865821,156467,df9c5e32-c086-4a91-9830-46bbe972908e,https://www.last.fm/music/Burns,0,"electronic, electro, seen live"
Daphni,1825111,156459,8ceab977-804a-4ff6-968a-2c0437abb15d,https://www.last.fm/music/Daphni,0,"House, experimental, electronic"
The Garden,5372523,156429,d5c29a92-1043-4cf8-8fef-68a03bf4fbc7,https://www.last.fm/music/The+Garden,0,"post-punk, punk, art punk"
Ezra Furman,2605133,156398,45fc1a1c-6b33-4a2b-b517-d8bca372b7b0,https://www.last.fm/music/Ezra+Furman,0,"seen live, folk, indie rock"
Gas,3947987,156278,cf473669-1e2e-4aa8-b786-c5dd3572ae1c,https://www.last.fm/music/Gas,0,"ambient, minimal, electronic"
JMSN,2808904,156219,773bc0c0-a4ae-45a9-b71d-356174b67c08,https://www.last.fm/music/JMSN,0,"rnb, alternative rnb, r&b"
Jason Isbell and The 400 Unit,2850726,156169,4c501a41-5f23-41c9-a36a-5b86e894e08d,https://www.last.fm/music/Jason+Isbell+and+The+400+Unit,0,"Alt-country, americana, Southern Rock"
Francis Poulenc,1134793,156058,5e1ef22b-310a-46ad-885b-4897b8c9c85a,https://www.last.fm/music/Francis+Poulenc,0,"Classical, contemporary classical, french"
Baxter Dury,2247962,156020,50df8a7c-ca0b-47c8-98e5-d27a57e04073,https://www.last.fm/music/Baxter+Dury,0,"seen live, indie rock, singer-songwriter"
Kip Moore,1832365,155778,3afa378a-4a7f-46f5-b686-f41ee2287c0c,https://www.last.fm/music/Kip+Moore,0,"country, Kip Moore, contemporary country"
CPM 22,6471181,155752,a305918f-ce88-4834-a134-3381e34ad4e8,https://www.last.fm/music/CPM+22,0,"hardcore, rock, brazilian"
Defeater,10064045,155746,5ad43538-b4d1-426d-8796-091817cda1db,https://www.last.fm/music/Defeater,0,"hardcore, melodic hardcore, hardcore punk"
Mary Jane Girls,706768,155712,28038c9c-5385-4c65-98a8-7c2bed83c133,https://www.last.fm/music/Mary+Jane+Girls,0,"funk, soul, 80s"
