Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1612927620000,2021-02-10 03:27:00,BTCUSD,46632.64,46632.64,46550.96,46579.24,0.1751728904
1612927560000,2021-02-10 03:26:00,BTCUSD,46665.62,46690.45,46548.19,46632.64,2.1638955904
1612927500000,2021-02-10 03:25:00,BTCUSD,46680.39,46684.95,46615.5,46665.62,0.1613437596
1612927440000,2021-02-10 03:24:00,BTCUSD,46686.6,46688.53,46609.51,46680.39,0.1660750237
1612927380000,2021-02-10 03:23:00,BTCUSD,46736.64,46736.64,46667.92,46686.6,0.1422342235
1612927320000,2021-02-10 03:22:00,BTCUSD,46705.41,46736.64,46660.0,46736.64,0.377079712
1612927260000,2021-02-10 03:21:00,BTCUSD,46663.24,46705.41,46644.37,46705.41,0.2701660924
1612927200000,2021-02-10 03:20:00,BTCUSD,46751.95,46751.95,46662.82,46663.24,0.8486658707
1612927140000,2021-02-10 03:19:00,BTCUSD,46682.61,46751.95,46649.77,46751.95,0.3179938241
1612927080000,2021-02-10 03:18:00,BTCUSD,46746.89,46757.05,46648.0,46682.61,0.3769498993
1612927020000,2021-02-10 03:17:00,BTCUSD,46793.72,46817.61,46670.32,46746.89,0.0701594831
1612926960000,2021-02-10 03:16:00,BTCUSD,46790.19,46822.18,46752.2,46793.72,2.6038564135
1612926900000,2021-02-10 03:15:00,BTCUSD,46778.58,46790.19,46677.46,46790.19,1.9963282152
1612926840000,2021-02-10 03:14:00,BTCUSD,46688.23,46778.58,46653.3,46778.58,0.8792778
1612926780000,2021-02-10 03:13:00,BTCUSD,46525.55,46688.23,46525.55,46688.23,2.48475414
1612926720000,2021-02-10 03:12:00,BTCUSD,46509.32,46538.87,46492.2,46525.55,0.5356122668
1612926660000,2021-02-10 03:11:00,BTCUSD,46556.11,46556.11,46506.67,46509.32,0.266174387
1612926600000,2021-02-10 03:10:00,BTCUSD,46495.09,46558.44,46487.22,46556.11,0.3283762516
1612926540000,2021-02-10 03:09:00,BTCUSD,46460.71,46500.76,46453.47,46495.09,0.0773003668
1612926480000,2021-02-10 03:08:00,BTCUSD,46382.07,46460.71,46382.07,46460.71,4.7517330654
1612926420000,2021-02-10 03:07:00,BTCUSD,46386.5,46387.67,46354.55,46382.07,0.4255649646
1612926360000,2021-02-10 03:06:00,BTCUSD,46342.22,46438.41,46335.9,46386.5,0.6217641609
1612926300000,2021-02-10 03:05:00,BTCUSD,46282.11,46365.24,46282.11,46342.22,0.8448695555
1612926240000,2021-02-10 03:04:00,BTCUSD,46290.69,46324.08,46269.13,46282.11,1.266168
1612926180000,2021-02-10 03:03:00,BTCUSD,46298.47,46329.46,46250.37,46290.69,0.14222851
1612926120000,2021-02-10 03:02:00,BTCUSD,46301.99,46329.68,46263.28,46298.47,1.03622031
1612926060000,2021-02-10 03:01:00,BTCUSD,46287.98,46373.39,46250.0,46301.99,0.58565608
1612926000000,2021-02-10 03:00:00,BTCUSD,46377.78,46412.98,46272.36,46287.98,1.1887772179
1612925940000,2021-02-10 02:59:00,BTCUSD,46374.92,46408.47,46373.92,46377.78,0.0615803176
1612925880000,2021-02-10 02:58:00,BTCUSD,46364.48,46439.27,46364.48,46374.92,0.26474324
1612925820000,2021-02-10 02:57:00,BTCUSD,46400.0,46442.52,46351.25,46364.48,0.15877839
1612925760000,2021-02-10 02:56:00,BTCUSD,46441.46,46472.97,46400.0,46400.0,0.87870667
1612925700000,2021-02-10 02:55:00,BTCUSD,46538.05,46538.05,46441.46,46441.46,0.9341127062
1612925640000,2021-02-10 02:54:00,BTCUSD,46514.45,46539.3,46509.5,46538.05,0.05348604
1612925580000,2021-02-10 02:53:00,BTCUSD,46582.9,46582.9,46500.0,46514.45,4.8318499449
1612925520000,2021-02-10 02:52:00,BTCUSD,46609.22,46685.93,46539.0,46582.9,3.077758487
1612925460000,2021-02-10 02:51:00,BTCUSD,46735.74,46735.74,46609.22,46609.22,0.0911221352
1612925400000,2021-02-10 02:50:00,BTCUSD,46842.54,46842.54,46696.02,46735.74,0.6196729095
1612925340000,2021-02-10 02:49:00,BTCUSD,46830.39,46863.88,46773.86,46842.54,0.36394282
1612925280000,2021-02-10 02:48:00,BTCUSD,46636.61,46830.39,46636.61,46830.39,2.66820964
1612925220000,2021-02-10 02:47:00,BTCUSD,46489.39,46636.61,46489.39,46636.61,3.0913689181
1612925160000,2021-02-10 02:46:00,BTCUSD,46549.78,46549.78,46467.16,46489.39,0.3781963919
1612925100000,2021-02-10 02:45:00,BTCUSD,46569.16,46569.16,46514.69,46549.78,0.07032638
1612925040000,2021-02-10 02:44:00,BTCUSD,46559.91,46580.1,46539.98,46569.16,0.20649886
1612924980000,2021-02-10 02:43:00,BTCUSD,46535.0,46582.28,46535.0,46559.91,0.19496709
1612924920000,2021-02-10 02:42:00,BTCUSD,46598.44,46600.01,46514.23,46535.0,2.38660083
1612924860000,2021-02-10 02:41:00,BTCUSD,46570.8,46600.0,46567.1,46598.44,5.5934189112
1612924800000,2021-02-10 02:40:00,BTCUSD,46500.01,46597.66,46500.01,46570.8,0.31284422
1612924740000,2021-02-10 02:39:00,BTCUSD,46589.1,46611.78,46500.01,46500.01,10.1835951431
1612924680000,2021-02-10 02:38:00,BTCUSD,46600.0,46612.46,46581.39,46589.1,0.1098442
1612924620000,2021-02-10 02:37:00,BTCUSD,46632.77,46640.0,46569.23,46600.0,0.33413881
1612924560000,2021-02-10 02:36:00,BTCUSD,46644.02,46666.43,46615.13,46632.77,0.41186661
1612924500000,2021-02-10 02:35:00,BTCUSD,46566.61,46644.02,46566.61,46644.02,0.1780517597
1612924440000,2021-02-10 02:34:00,BTCUSD,46584.85,46635.73,46566.61,46566.61,3.0549901868
1612924380000,2021-02-10 02:33:00,BTCUSD,46563.58,46629.73,46549.93,46584.85,2.24575452
1612924320000,2021-02-10 02:32:00,BTCUSD,46642.86,46642.86,46552.0,46563.58,0.67409969
1612924260000,2021-02-10 02:31:00,BTCUSD,46725.75,46725.86,46633.85,46642.86,0.8247573777
1612924200000,2021-02-10 02:30:00,BTCUSD,46638.38,46725.75,46638.38,46725.75,1.8484706
1612924140000,2021-02-10 02:29:00,BTCUSD,46579.0,46638.38,46578.99,46638.38,1.2321019336
1612924080000,2021-02-10 02:28:00,BTCUSD,46567.16,46579.0,46532.58,46579.0,0.08600006
1612924020000,2021-02-10 02:27:00,BTCUSD,46589.16,46589.16,46530.26,46567.16,0.83510702
1612923960000,2021-02-10 02:26:00,BTCUSD,46597.68,46599.66,46577.98,46589.16,0.1320418872
1612923900000,2021-02-10 02:25:00,BTCUSD,46581.2,46599.99,46577.18,46597.68,0.24003884
1612923840000,2021-02-10 02:24:00,BTCUSD,46597.66,46597.66,46555.83,46581.2,1.2124409494
1612923780000,2021-02-10 02:23:00,BTCUSD,46576.12,46597.66,46479.88,46597.66,0.23384258
1612923720000,2021-02-10 02:22:00,BTCUSD,46486.36,46600.0,46486.36,46576.12,0.63547368
1612923660000,2021-02-10 02:21:00,BTCUSD,46581.67,46611.82,46486.36,46486.36,13.816124709
1612923600000,2021-02-10 02:20:00,BTCUSD,46592.57,46621.89,46572.45,46581.67,0.29792148
1612923540000,2021-02-10 02:19:00,BTCUSD,46594.0,46599.94,46537.82,46592.57,0.56948337
1612923480000,2021-02-10 02:18:00,BTCUSD,46566.85,46632.56,46556.58,46594.0,1.08152287
1612923420000,2021-02-10 02:17:00,BTCUSD,46638.38,46638.38,46566.85,46566.85,0.1192153042
1612923360000,2021-02-10 02:16:00,BTCUSD,46586.81,46638.38,46586.81,46638.38,0.40733351
1612923300000,2021-02-10 02:15:00,BTCUSD,46509.6,46593.43,46509.6,46586.81,0.36399829
1612923240000,2021-02-10 02:14:00,BTCUSD,46529.56,46529.56,46481.13,46509.6,0.97571413
1612923180000,2021-02-10 02:13:00,BTCUSD,46509.6,46563.75,46452.34,46529.56,0.05665024
1612923120000,2021-02-10 02:12:00,BTCUSD,46505.76,46543.7,46505.76,46509.6,0.16353382
1612923060000,2021-02-10 02:11:00,BTCUSD,46529.13,46543.45,46452.7,46505.76,3.59013793
1612923000000,2021-02-10 02:10:00,BTCUSD,46537.0,46537.0,46452.99,46529.13,0.3458331
1612922940000,2021-02-10 02:09:00,BTCUSD,46535.14,46567.44,46521.47,46537.0,1.44696481
1612922880000,2021-02-10 02:08:00,BTCUSD,46560.14,46605.28,46532.77,46535.14,0.4854628803
1612922820000,2021-02-10 02:07:00,BTCUSD,46607.2,46607.2,46550.0,46560.14,1.1459276557
1612922760000,2021-02-10 02:06:00,BTCUSD,46590.78,46616.22,46555.52,46607.2,1.97861394
1612922700000,2021-02-10 02:05:00,BTCUSD,46515.4,46613.29,46515.4,46590.78,0.59897647
1612922640000,2021-02-10 02:04:00,BTCUSD,46466.44,46560.39,46466.44,46515.4,1.4153978118
1612922580000,2021-02-10 02:03:00,BTCUSD,46404.24,46494.59,46404.24,46466.44,0.64519337
1612922520000,2021-02-10 02:02:00,BTCUSD,46443.63,46444.63,46400.0,46404.24,0.68256383
1612922460000,2021-02-10 02:01:00,BTCUSD,46408.36,46456.74,46408.36,46443.63,1.2144631
1612922400000,2021-02-10 02:00:00,BTCUSD,46320.21,46420.23,46320.21,46408.36,0.95416798
1612922340000,2021-02-10 01:59:00,BTCUSD,46350.02,46390.34,46310.06,46320.21,1.6806684443
1612922280000,2021-02-10 01:58:00,BTCUSD,46392.68,46410.87,46350.0,46350.02,2.0993134337
1612922220000,2021-02-10 01:57:00,BTCUSD,46444.47,46467.46,46392.68,46392.68,0.35198487
1612922160000,2021-02-10 01:56:00,BTCUSD,46338.85,46449.14,46338.85,46444.47,3.01772702
1612922100000,2021-02-10 01:55:00,BTCUSD,46180.57,46358.03,46180.57,46338.85,0.24516633
1612922040000,2021-02-10 01:54:00,BTCUSD,46298.53,46308.48,46180.57,46180.57,0.47918121
1612921980000,2021-02-10 01:53:00,BTCUSD,46396.59,46396.59,46298.53,46298.53,3.6184405
1612921920000,2021-02-10 01:52:00,BTCUSD,46471.22,46497.3,46378.8,46396.59,1.9534830991
1612921860000,2021-02-10 01:51:00,BTCUSD,46399.54,46503.5,46399.54,46471.22,0.44557663
1612921800000,2021-02-10 01:50:00,BTCUSD,46370.7,46399.54,46308.3,46399.54,0.3725299753
1612921740000,2021-02-10 01:49:00,BTCUSD,46353.8,46370.71,46333.46,46370.7,0.41621145
1612921680000,2021-02-10 01:48:00,BTCUSD,46347.17,46369.91,46310.5,46353.8,0.9776420962
1612921620000,2021-02-10 01:47:00,BTCUSD,46361.91,46382.82,46333.31,46347.17,0.2535805532
1612921560000,2021-02-10 01:46:00,BTCUSD,46379.3,46390.0,46323.24,46361.91,1.20109046
1612921500000,2021-02-10 01:45:00,BTCUSD,46346.49,46379.3,46324.67,46379.3,0.31638514
1612921440000,2021-02-10 01:44:00,BTCUSD,46299.75,46400.58,46278.6,46346.49,1.2152276109
1612921380000,2021-02-10 01:43:00,BTCUSD,46276.63,46299.75,46241.01,46299.75,0.1071901079
1612921320000,2021-02-10 01:42:00,BTCUSD,46267.62,46291.49,46225.37,46276.63,1.04180255
1612921260000,2021-02-10 01:41:00,BTCUSD,46218.68,46290.56,46218.68,46267.62,0.14992083
1612921200000,2021-02-10 01:40:00,BTCUSD,46278.8,46278.8,46168.6,46218.68,0.08818687
1612921140000,2021-02-10 01:39:00,BTCUSD,46309.21,46317.46,46263.8,46278.8,0.18834525
1612921080000,2021-02-10 01:38:00,BTCUSD,46270.61,46328.65,46270.61,46309.21,2.4010315
1612921020000,2021-02-10 01:37:00,BTCUSD,46272.07,46301.97,46233.37,46270.61,0.736177274
1612920960000,2021-02-10 01:36:00,BTCUSD,46308.3,46308.3,46270.94,46272.07,0.60022005
1612920900000,2021-02-10 01:35:00,BTCUSD,46326.04,46381.22,46302.71,46308.3,0.5042537632
1612920840000,2021-02-10 01:34:00,BTCUSD,46223.72,46334.65,46223.72,46326.04,0.2317114
1612920780000,2021-02-10 01:33:00,BTCUSD,46210.09,46264.09,46210.09,46223.72,1.9370396076
1612920720000,2021-02-10 01:32:00,BTCUSD,46286.04,46315.14,46206.25,46210.09,0.5134732005
1612920660000,2021-02-10 01:31:00,BTCUSD,46313.61,46346.49,46275.42,46286.04,0.05653514
1612920600000,2021-02-10 01:30:00,BTCUSD,46273.12,46313.61,46262.47,46313.61,0.21515955
1612920540000,2021-02-10 01:29:00,BTCUSD,46224.53,46273.12,46197.27,46273.12,0.34148996
1612920480000,2021-02-10 01:28:00,BTCUSD,46265.3,46265.3,46205.95,46224.53,0.13483045
1612920420000,2021-02-10 01:27:00,BTCUSD,46151.69,46265.3,46151.69,46265.3,0.65735335
1612920360000,2021-02-10 01:26:00,BTCUSD,46187.92,46206.82,46113.23,46151.69,1.60635866
1612920300000,2021-02-10 01:25:00,BTCUSD,46182.7,46216.78,46161.33,46187.92,0.6630062082
1612920240000,2021-02-10 01:24:00,BTCUSD,46101.45,46182.7,46101.45,46182.7,3.1066628393
1612920180000,2021-02-10 01:23:00,BTCUSD,46135.2,46144.51,46075.99,46101.45,5.88571765
1612920120000,2021-02-10 01:22:00,BTCUSD,46202.45,46317.54,46090.0,46135.2,3.7871798633
1612920060000,2021-02-10 01:21:00,BTCUSD,46362.2,46362.2,46183.31,46202.45,2.40989779
1612920000000,2021-02-10 01:20:00,BTCUSD,46341.22,46401.08,46341.22,46362.2,3.03237755
1612919940000,2021-02-10 01:19:00,BTCUSD,46387.17,46387.96,46330.03,46341.22,0.7586061382
1612919880000,2021-02-10 01:18:00,BTCUSD,46396.92,46396.92,46377.0,46387.17,0.35807292
1612919820000,2021-02-10 01:17:00,BTCUSD,46372.33,46435.02,46372.33,46396.92,0.2301360083
1612919760000,2021-02-10 01:16:00,BTCUSD,46409.16,46435.35,46365.11,46372.33,0.16129414
1612919700000,2021-02-10 01:15:00,BTCUSD,46375.0,46449.05,46375.0,46409.16,0.2382823406
1612919640000,2021-02-10 01:14:00,BTCUSD,46361.69,46413.59,46361.69,46375.0,1.12037891
1612919580000,2021-02-10 01:13:00,BTCUSD,46340.02,46383.8,46312.24,46361.69,4.5828307044
1612919520000,2021-02-10 01:12:00,BTCUSD,46395.84,46411.61,46322.39,46340.02,0.0802344
1612919460000,2021-02-10 01:11:00,BTCUSD,46378.02,46428.4,46331.04,46395.84,0.72647958
1612919400000,2021-02-10 01:10:00,BTCUSD,46347.51,46416.65,46347.51,46378.02,0.0972311707
1612919340000,2021-02-10 01:09:00,BTCUSD,46409.69,46431.98,46347.51,46347.51,0.23119012
1612919280000,2021-02-10 01:08:00,BTCUSD,46320.95,46409.69,46320.95,46409.69,2.2476356329
1612919220000,2021-02-10 01:07:00,BTCUSD,46321.48,46354.31,46249.73,46320.95,0.50057573
1612919160000,2021-02-10 01:06:00,BTCUSD,46367.76,46451.13,46282.18,46321.48,0.86458861
1612919100000,2021-02-10 01:05:00,BTCUSD,46406.38,46472.7,46361.64,46367.76,0.8866823666
1612919040000,2021-02-10 01:04:00,BTCUSD,46490.63,46490.63,46406.38,46406.38,1.51668045
1612918980000,2021-02-10 01:03:00,BTCUSD,46463.61,46523.24,46463.61,46490.63,5.18787344
1612918920000,2021-02-10 01:02:00,BTCUSD,46503.78,46530.69,46463.61,46463.61,0.301216465
1612918860000,2021-02-10 01:01:00,BTCUSD,46521.13,46541.41,46500.0,46503.78,3.6020930644
1612918800000,2021-02-10 01:00:00,BTCUSD,46630.98,46630.98,46521.13,46521.13,0.2242786896
1612918740000,2021-02-10 00:59:00,BTCUSD,46554.13,46644.02,46554.13,46630.98,4.47962713
1612918680000,2021-02-10 00:58:00,BTCUSD,46532.99,46575.27,46532.99,46554.13,3.17079156
1612918620000,2021-02-10 00:57:00,BTCUSD,46580.74,46644.02,46532.99,46532.99,0.21621652
1612918560000,2021-02-10 00:56:00,BTCUSD,46664.37,46735.34,46580.74,46580.74,0.1304058111
1612918500000,2021-02-10 00:55:00,BTCUSD,46524.37,46698.34,46524.37,46664.37,1.99094999
1612918440000,2021-02-10 00:54:00,BTCUSD,46551.71,46583.87,46524.37,46524.37,0.2657496422
1612918380000,2021-02-10 00:53:00,BTCUSD,46600.0,46630.58,46551.71,46551.71,1.6646571
1612918320000,2021-02-10 00:52:00,BTCUSD,46657.2,46697.11,46600.0,46600.0,0.26423359
1612918260000,2021-02-10 00:51:00,BTCUSD,46705.19,46705.19,46641.69,46657.2,1.3643546
1612918200000,2021-02-10 00:50:00,BTCUSD,46705.14,46747.34,46705.14,46705.19,0.5789629
1612918140000,2021-02-10 00:49:00,BTCUSD,46754.01,46754.01,46690.98,46705.14,0.23003331
1612918080000,2021-02-10 00:48:00,BTCUSD,46700.53,46758.29,46671.27,46754.01,0.2270163038
1612918020000,2021-02-10 00:47:00,BTCUSD,46707.78,46739.27,46643.93,46700.53,0.1521059664
1612917960000,2021-02-10 00:46:00,BTCUSD,46730.26,46780.03,46698.92,46707.78,0.22561801
1612917900000,2021-02-10 00:45:00,BTCUSD,46723.22,46758.67,46723.22,46730.26,2.50930701
1612917840000,2021-02-10 00:44:00,BTCUSD,46707.43,46768.74,46700.0,46723.22,8.8023686341
1612917780000,2021-02-10 00:43:00,BTCUSD,46748.19,46791.51,46707.43,46707.43,4.4269231204
1612917720000,2021-02-10 00:42:00,BTCUSD,46767.66,46768.82,46717.94,46748.19,0.1838736329
1612917660000,2021-02-10 00:41:00,BTCUSD,46809.09,46809.09,46741.22,46767.66,0.0943208181
1612917600000,2021-02-10 00:40:00,BTCUSD,46809.46,46814.6,46752.23,46809.09,0.2342599894
1612917540000,2021-02-10 00:39:00,BTCUSD,46783.88,46833.84,46783.88,46809.46,0.41710737
1612917480000,2021-02-10 00:38:00,BTCUSD,46839.6,46839.6,46741.65,46783.88,0.36543625
1612917420000,2021-02-10 00:37:00,BTCUSD,46899.01,46907.64,46816.4,46839.6,0.75323024
1612917360000,2021-02-10 00:36:00,BTCUSD,46886.7,46899.01,46872.3,46899.01,0.30207392
1612917300000,2021-02-10 00:35:00,BTCUSD,46867.37,46911.43,46862.23,46886.7,0.427996767
1612917240000,2021-02-10 00:34:00,BTCUSD,46819.34,46887.47,46812.19,46867.37,0.2616529
1612917180000,2021-02-10 00:33:00,BTCUSD,46845.99,46887.39,46819.34,46819.34,0.03810343
1612917120000,2021-02-10 00:32:00,BTCUSD,46878.93,46905.73,46844.35,46845.99,0.2127845468
1612917060000,2021-02-10 00:31:00,BTCUSD,46882.46,46882.46,46820.37,46878.93,1.05049987
1612917000000,2021-02-10 00:30:00,BTCUSD,46877.36,46884.81,46811.71,46882.46,0.08257694
1612916940000,2021-02-10 00:29:00,BTCUSD,46837.21,46895.9,46837.21,46877.36,1.09895033
1612916880000,2021-02-10 00:28:00,BTCUSD,46886.38,46901.3,46825.66,46837.21,1.07153329
1612916820000,2021-02-10 00:27:00,BTCUSD,46973.55,46973.55,46871.02,46886.38,0.3446990562
1612916760000,2021-02-10 00:26:00,BTCUSD,46911.12,46973.55,46884.16,46973.55,0.37063385
1612916700000,2021-02-10 00:25:00,BTCUSD,46872.25,46971.98,46872.25,46911.12,0.27290391
1612916640000,2021-02-10 00:24:00,BTCUSD,46806.69,46878.75,46806.69,46872.25,0.42486245
1612916580000,2021-02-10 00:23:00,BTCUSD,46813.56,46854.21,46792.5,46806.69,0.64721098
1612916520000,2021-02-10 00:22:00,BTCUSD,46863.49,46892.65,46771.75,46813.56,1.72551673
1612916460000,2021-02-10 00:21:00,BTCUSD,46900.47,46927.87,46840.82,46863.49,0.9213895377
1612916400000,2021-02-10 00:20:00,BTCUSD,46798.0,46992.55,46798.0,46900.47,2.80365904
1612916340000,2021-02-10 00:19:00,BTCUSD,46731.83,46800.0,46710.02,46798.0,0.0264737915
1612916280000,2021-02-10 00:18:00,BTCUSD,46869.72,46869.72,46731.83,46731.83,0.08845515
1612916220000,2021-02-10 00:17:00,BTCUSD,46789.48,46869.72,46773.95,46869.72,0.8703779
1612916160000,2021-02-10 00:16:00,BTCUSD,46750.23,46824.77,46708.04,46789.48,1.9633567814
1612916100000,2021-02-10 00:15:00,BTCUSD,46627.74,46750.23,46609.04,46750.23,1.7445140741
1612916040000,2021-02-10 00:14:00,BTCUSD,46465.14,46627.74,46465.14,46627.74,1.0757798683
1612915980000,2021-02-10 00:13:00,BTCUSD,46380.02,46505.24,46376.39,46465.14,5.6542153207
1612915920000,2021-02-10 00:12:00,BTCUSD,46278.75,46438.93,46278.75,46380.02,0.53987009
1612915860000,2021-02-10 00:11:00,BTCUSD,46309.31,46353.95,46239.0,46278.75,1.99865263
1612915800000,2021-02-10 00:10:00,BTCUSD,46377.17,46377.17,46291.13,46309.31,0.30943034
1612915740000,2021-02-10 00:09:00,BTCUSD,46281.71,46377.17,46275.59,46377.17,0.37603273
1612915680000,2021-02-10 00:08:00,BTCUSD,46197.22,46321.0,46197.22,46281.71,1.91326313
1612915620000,2021-02-10 00:07:00,BTCUSD,46223.89,46257.84,46143.18,46197.22,2.673522527
1612915560000,2021-02-10 00:06:00,BTCUSD,46305.16,46339.54,46199.72,46223.89,2.01631875
1612915500000,2021-02-10 00:05:00,BTCUSD,46389.37,46389.37,46243.06,46305.16,3.2041109324
